"team1player1","team1player2","team1player3","team1player4","team1player5","team2player1","team2player2","team2player3","team2player4","team2player5","team1_points","team2_points","turnovers","timeofpos"
"LaMarcus Aldridge","Kevin Durant","James Harden","Patty Mills","DeAndre' Bembry","Lauri Markkanen","Jarrett Allen","Dean Wade","Isaac Okoro","Ricky Rubio",5,5,0,33
"LaMarcus Aldridge","Kevin Durant","James Harden","Patty Mills","DeAndre' Bembry","Reggie Bullock","Dwight Powell","Kristaps Porzingis","Dorian Finney-Smith","Luka Doncic",10,17,0,150
"LaMarcus Aldridge","Kevin Durant","James Harden","Patty Mills","Joe Harris","Danny Green","Tobias Harris","Seth Curry","Joel Embiid","Tyrese Maxey",7,7,0,29
"LaMarcus Aldridge","Kevin Durant","James Harden","Patty Mills","Joe Harris","Devonte' Graham","Jaxson Hayes","Herbert Jones","Trey Murphy III","Garrett Temple",2,8,0,14
"LaMarcus Aldridge","Kevin Durant","James Harden","Patty Mills","Joe Harris","Furkan Korkmaz","Matisse Thybulle","Tyrese Maxey","Tobias Harris","Andre Drummond",8,4,0,17
"LaMarcus Aldridge","Kevin Durant","James Harden","Patty Mills","Joe Harris","Georges Niang","Furkan Korkmaz","Matisse Thybulle","Isaiah Joe","Andre Drummond",0,0,0,5
"LaMarcus Aldridge","Kevin Durant","James Harden","Patty Mills","Joe Harris","Josh Hart","Devonte' Graham","Jaxson Hayes","Herbert Jones","Garrett Temple",13,6,0,7
"LaMarcus Aldridge","Kevin Durant","James Harden","Patty Mills","Joe Harris","Josh Jackson","Isaiah Stewart","Cade Cunningham","Cory Joseph","Jerami Grant",0,6,0,12
"LaMarcus Aldridge","Kevin Durant","James Harden","Patty Mills","Joe Harris","Kenrich Williams","Darius Bazley","Luguentz Dort","Josh Giddey","Derrick Favors",8,2,0,15
"LaMarcus Aldridge","Kevin Durant","James Harden","Patty Mills","Joe Harris","Mo Bamba","Moritz Wagner","Chuma Okeke","Cole Anthony","Terrence Ross",9,8,0,20
"LaMarcus Aldridge","Kevin Durant","James Harden","Patty Mills","Joe Harris","Moritz Wagner","Chuma Okeke","Jalen Suggs","Terrence Ross","Gary Harris",2,0,0,0
"LaMarcus Aldridge","Kevin Durant","James Harden","Patty Mills","Joe Harris","Shai Gilgeous-Alexander","Darius Bazley","Luguentz Dort","Jeremiah Robinson-Earl","Josh Giddey",5,2,0,65
"LaMarcus Aldridge","Kevin Durant","James Harden","Patty Mills","Joe Harris","Shai Gilgeous-Alexander","Darius Bazley","Luguentz Dort","Josh Giddey","Derrick Favors",0,0,0,6
"LaMarcus Aldridge","Kevin Durant","James Harden","Patty Mills","Joe Harris","Tyrese Maxey","Danny Green","Tobias Harris","Seth Curry","Joel Embiid",3,0,0,14
"LaMarcus Aldridge","Kevin Durant","James Harden","Patty Mills","Joe Harris","Wendell Carter Jr.","Cole Anthony","R.J. Hampton","Franz Wagner","Terrence Ross",4,4,0,21
"LaMarcus Aldridge","Kevin Durant","James Johnson","Patty Mills","DeAndre' Bembry","Frank Jackson","Killian Hayes","Saddiq Bey","Isaiah Stewart","Cade Cunningham",3,2,0,7
"LaMarcus Aldridge","Kevin Durant","James Johnson","Patty Mills","DeAndre' Bembry","Hamidou Diallo","Killian Hayes","Saddiq Bey","Isaiah Stewart","Cade Cunningham",20,12,0,98
"LaMarcus Aldridge","Kevin Durant","James Johnson","Patty Mills","DeAndre' Bembry","Hamidou Diallo","Saddiq Bey","Isaiah Stewart","Saben Lee","Cade Cunningham",4,14,0,55
"LaMarcus Aldridge","Patty Mills","Joe Harris","DeAndre' Bembry","Bruce Brown","DeMar DeRozan","Derrick Jones Jr.","Alex Caruso","Tony Bradley","Ayo Dosunmu",2,5,0,41
"LaMarcus Aldridge","Patty Mills","Joe Harris","DeAndre' Bembry","Jevon Carter","Tomas Satoransky","Josh Hart","Jaxson Hayes","Nickeil Alexander-Walker","Trey Murphy III",2,7,0,56
"LaMarcus Aldridge","Paul Millsap","James Harden","Joe Harris","Jevon Carter","Andre Drummond","Georges Niang","Furkan Korkmaz","Matisse Thybulle","Tyrese Maxey",7,10,0,33
"LaMarcus Aldridge","Paul Millsap","James Harden","Patty Mills","Jevon Carter","Alex Caruso","Javonte Green","Ayo Dosunmu","DeMar DeRozan","Nikola Vucevic",0,0,0,1
"LaMarcus Aldridge","Paul Millsap","James Harden","Patty Mills","Jevon Carter","Alex Caruso","Javonte Green","DeMar DeRozan","Nikola Vucevic","Zach LaVine",7,2,0,40
"LaMarcus Aldridge","Paul Millsap","James Harden","Patty Mills","Jevon Carter","DeMar DeRozan","Nikola Vucevic","Derrick Jones Jr.","Alex Caruso","Ayo Dosunmu",6,2,0,78
"LaMarcus Aldridge","Paul Millsap","James Harden","Patty Mills","Joe Harris","Frank Jackson","Saddiq Bey","Isaiah Stewart","Cade Cunningham","Jerami Grant",4,2,0,16
"LaMarcus Aldridge","Paul Millsap","James Harden","Patty Mills","Joe Harris","Jonas Valanciunas","Josh Hart","Nickeil Alexander-Walker","Kira Lewis Jr.","Trey Murphy III",2,0,0,5
"LaMarcus Aldridge","Paul Millsap","James Harden","Patty Mills","Joe Harris","Josh Hart","Devonte' Graham","Jaxson Hayes","Herbert Jones","Garrett Temple",2,3,0,2
"LaMarcus Aldridge","Paul Millsap","James Harden","Patty Mills","Joe Harris","Josh Jackson","Saddiq Bey","Cade Cunningham","Kelly Olynyk","Jerami Grant",0,2,0,5
"LaMarcus Aldridge","Paul Millsap","James Harden","Patty Mills","Joe Harris","Pat Connaughton","Jordan Nwora","Brook Lopez","George Hill","Thanasis Antetokounmpo",8,4,1,21
"LaMarcus Aldridge","Paul Millsap","James Harden","Patty Mills","Joe Harris","Trey Lyles","Frank Jackson","Saddiq Bey","Isaiah Stewart","Cory Joseph",0,0,0,12
"LaMarcus Aldridge","Paul Millsap","Kevin Durant","James Harden","Patty Mills","Lauri Markkanen","Jarrett Allen","Dean Wade","Isaac Okoro","Ricky Rubio",4,0,0,0
"LaMarcus Aldridge","Paul Millsap","Patty Mills","DeAndre' Bembry","Jevon Carter","Cory Joseph","Jerami Grant","Trey Lyles","Frank Jackson","Isaiah Stewart",2,9,0,46
"LaMarcus Aldridge","Paul Millsap","Patty Mills","DeAndre' Bembry","Jevon Carter","Cory Joseph","Rodney McGruder","Trey Lyles","Frank Jackson","Isaiah Stewart",0,2,0,25
"LaMarcus Aldridge","Paul Millsap","Patty Mills","DeAndre' Bembry","Jevon Carter","Gary Harris","Mo Bamba","Chuma Okeke","R.J. Hampton","Jalen Suggs",9,7,0,41
"LaMarcus Aldridge","Paul Millsap","Patty Mills","DeAndre' Bembry","Jevon Carter","Gary Harris","Moritz Wagner","Cole Anthony","R.J. Hampton","Franz Wagner",4,0,0,63
"LaMarcus Aldridge","Paul Millsap","Patty Mills","DeAndre' Bembry","Jevon Carter","Jonas Valanciunas","Josh Hart","Nickeil Alexander-Walker","Kira Lewis Jr.","Trey Murphy III",5,7,0,60
"LaMarcus Aldridge","Paul Millsap","Patty Mills","DeAndre' Bembry","Jevon Carter","Mo Bamba","Cole Anthony","R.J. Hampton","Franz Wagner","Gary Harris",12,6,0,59
"LaMarcus Aldridge","Paul Millsap","Patty Mills","DeAndre' Bembry","Jevon Carter","Trey Lyles","Frank Jackson","Saddiq Bey","Isaiah Stewart","Cory Joseph",0,6,0,27
"LaMarcus Aldridge","Paul Millsap","Patty Mills","Joe Harris","DeAndre' Bembry","Pascal Siakam","Fred VanVleet","Gary Trent Jr.","Precious Achiuwa","Dalano Banton",3,5,0,14
"LaMarcus Aldridge","Paul Millsap","Patty Mills","Joe Harris","DeAndre' Bembry","Pascal Siakam","Fred VanVleet","Svi Mykhailiuk","Precious Achiuwa","Dalano Banton",8,8,0,50
"Lance Stephenson","Gorgui Dieng","Bogdan Bogdanovic","Skylar Mays","Jalen Johnson","Quentin Grimes","Obi Toppin","Taj Gibson","Kemba Walker","Alec Burks",6,5,0,33
"Lance Stephenson","Gorgui Dieng","Bogdan Bogdanovic","Skylar Mays","Jalen Johnson","Taj Gibson","Alec Burks","RJ Barrett","Quentin Grimes","Obi Toppin",0,3,0,42
"Lance Stephenson","Gorgui Dieng","Bogdan Bogdanovic","Skylar Mays","Jalen Johnson","Taj Gibson","Kemba Walker","Alec Burks","RJ Barrett","Obi Toppin",9,9,0,29
"Lance Stephenson","Gorgui Dieng","Bogdan Bogdanovic","Wes Iwundu","Jalen Johnson","Tyler Johnson","Charles Bassey","Tyrese Maxey","Paul Reed","Isaiah Joe",2,4,0,24
"Lance Stephenson","Gorgui Dieng","John Collins","Wes Iwundu","Skylar Mays","Furkan Korkmaz","Charles Bassey","Tyrese Maxey","Tobias Harris","Tyler Johnson",2,6,0,67
"Lance Stephenson","Gorgui Dieng","John Collins","Wes Iwundu","Skylar Mays","Tyler Johnson","Furkan Korkmaz","Charles Bassey","Tyrese Maxey","Isaiah Joe",2,0,0,31
"Larry Nance Jr.","Anfernee Simons","CJ McCollum","Tony Snell","Jusuf Nurkic","Trent Forrest","Rudy Gay","Rudy Gobert","Jordan Clarkson","Joe Ingles",0,2,0,33
"Larry Nance Jr.","Anfernee Simons","Damian Lillard","CJ McCollum","Cody Zeller","Trent Forrest","Rudy Gay","Rudy Gobert","Jordan Clarkson","Joe Ingles",3,2,0,15
"Larry Nance Jr.","Anfernee Simons","Damian Lillard","CJ McCollum","Jusuf Nurkic","Donovan Mitchell","Trent Forrest","Bojan Bogdanovic","Rudy Gobert","Jordan Clarkson",3,6,0,15
"Larry Nance Jr.","Anfernee Simons","Damian Lillard","CJ McCollum","Jusuf Nurkic","Ivica Zubac","Luke Kennard","Nicolas Batum","Paul George","Reggie Jackson",4,0,0,14
"Larry Nance Jr.","Anfernee Simons","Damian Lillard","CJ McCollum","Jusuf Nurkic","Trent Forrest","Rudy Gay","Rudy Gobert","Jordan Clarkson","Joe Ingles",2,2,0,16
"Larry Nance Jr.","Anfernee Simons","Damian Lillard","CJ McCollum","Robert Covington","Isaiah Hartenstein","Terance Mann","Nicolas Batum","Paul George","Eric Bledsoe",0,0,0,8
"Larry Nance Jr.","Anfernee Simons","Damian Lillard","CJ McCollum","Robert Covington","Juan Toscano-Anderson","Jordan Poole","Stephen Curry","Draymond Green","Andrew Wiggins",11,15,0,66
"Larry Nance Jr.","Anfernee Simons","Damian Lillard","CJ McCollum","Robert Covington","Luke Kennard","Terance Mann","Nicolas Batum","Paul George","Reggie Jackson",0,0,0,2
"Larry Nance Jr.","Anfernee Simons","Damian Lillard","CJ McCollum","Tony Snell","Georges Niang","Furkan Korkmaz","Shake Milton","Matisse Thybulle","Isaiah Joe",0,0,0,0
"Larry Nance Jr.","Anfernee Simons","Damian Lillard","CJ McCollum","Tony Snell","Georges Niang","Furkan Korkmaz","Shake Milton","Matisse Thybulle","Tyrese Maxey",2,3,0,19
"Larry Nance Jr.","Anfernee Simons","Damian Lillard","Robert Covington","Jusuf Nurkic","Donovan Mitchell","Trent Forrest","Hassan Whiteside","Bojan Bogdanovic","Jordan Clarkson",7,5,0,19
"Larry Nance Jr.","Anfernee Simons","Damian Lillard","Robert Covington","Tony Snell","Cedi Osman","Darius Garland","Dylan Windler","Evan Mobley","Ricky Rubio",0,0,0,6
"Larry Nance Jr.","Anfernee Simons","Damian Lillard","Tony Snell","Jusuf Nurkic","Trent Forrest","Rudy Gay","Rudy Gobert","Jordan Clarkson","Joe Ingles",2,5,0,20
"Larry Nance Jr.","Anfernee Simons","Nassir Little","CJ McCollum","Cody Zeller","Cedi Osman","Jarrett Allen","Darius Garland","Dylan Windler","Ricky Rubio",2,3,0,6
"Larry Nance Jr.","Anfernee Simons","Nassir Little","CJ McCollum","Cody Zeller","Chris Paul","Frank Kaminsky","Cameron Payne","Abdel Nader","Cameron Johnson",0,4,1,13
"Larry Nance Jr.","Anfernee Simons","Nassir Little","CJ McCollum","Cody Zeller","Frank Kaminsky","Devin Booker","Cameron Payne","Abdel Nader","Cameron Johnson",4,2,0,5
"Larry Nance Jr.","Anfernee Simons","Nassir Little","CJ McCollum","Cody Zeller","Frank Kaminsky","Devin Booker","Cameron Payne","Mikal Bridges","Cameron Johnson",2,0,0,0
"Larry Nance Jr.","Anfernee Simons","Nassir Little","CJ McCollum","Cody Zeller","Georges Niang","Shake Milton","Matisse Thybulle","Andre Drummond","Seth Curry",3,4,0,16
"Larry Nance Jr.","Anfernee Simons","Nassir Little","CJ McCollum","Cody Zeller","Georges Niang","Shake Milton","Matisse Thybulle","Isaiah Joe","Andre Drummond",0,4,0,15
"Larry Nance Jr.","Anfernee Simons","Nassir Little","CJ McCollum","Cody Zeller","Georges Niang","Shake Milton","Matisse Thybulle","Paul Reed","Isaiah Joe",7,2,0,19
"Larry Nance Jr.","Anfernee Simons","Nassir Little","CJ McCollum","Cody Zeller","Kelly Oubre Jr.","Cody Martin","P.J. Washington","Gordon Hayward","Ish Smith",5,5,0,12
"Larry Nance Jr.","Anfernee Simons","Nassir Little","CJ McCollum","Cody Zeller","Luke Kennard","Isaiah Hartenstein","Terance Mann","Nicolas Batum","Eric Bledsoe",2,3,0,2
"Larry Nance Jr.","Anfernee Simons","Nassir Little","CJ McCollum","Cody Zeller","Luke Kennard","Terance Mann","Serge Ibaka","Paul George","Reggie Jackson",0,0,0,4
"Larry Nance Jr.","Anfernee Simons","Nassir Little","CJ McCollum","Cody Zeller","PJ Dozier","Bones Hyland","JaMychal Green","Aaron Gordon","Nikola Jokic",5,2,1,12
"Larry Nance Jr.","Anfernee Simons","Nassir Little","CJ McCollum","Cody Zeller","PJ Dozier","Monte Morris","Jeff Green","Aaron Gordon","Nikola Jokic",2,2,0,18
"Larry Nance Jr.","Anfernee Simons","Nassir Little","CJ McCollum","Cody Zeller","Rudy Gay","Mike Conley","Rudy Gobert","Jordan Clarkson","Joe Ingles",2,5,0,10
"Larry Nance Jr.","Anfernee Simons","Nassir Little","CJ McCollum","Robert Covington","Cedi Osman","Collin Sexton","Darius Garland","Dylan Windler","Evan Mobley",2,0,0,13
"Larry Nance Jr.","Anfernee Simons","Nassir Little","CJ McCollum","Tony Snell","Danuel House Jr.","Jalen Green","Kenyon Martin Jr.","Alperen Sengun","Eric Gordon",8,2,0,11
"Larry Nance Jr.","Anfernee Simons","Nassir Little","CJ McCollum","Tony Snell","Gary Payton II","Juan Toscano-Anderson","Jordan Poole","Draymond Green","Otto Porter Jr.",3,2,0,0
"Larry Nance Jr.","Anfernee Simons","Nassir Little","CJ McCollum","Tony Snell","Gary Payton II","Juan Toscano-Anderson","Jordan Poole","Stephen Curry","Otto Porter Jr.",5,6,0,8
"Larry Nance Jr.","Anfernee Simons","Nassir Little","CJ McCollum","Tony Snell","Gary Payton II","Juan Toscano-Anderson","Stephen Curry","Nemanja Bjelica","Otto Porter Jr.",5,2,0,27
"Larry Nance Jr.","Anfernee Simons","Nassir Little","CJ McCollum","Tony Snell","Juan Toscano-Anderson","Jordan Poole","Stephen Curry","Nemanja Bjelica","Otto Porter Jr.",0,2,0,0
"Larry Nance Jr.","Anfernee Simons","Nassir Little","Damian Lillard","CJ McCollum","Chris Chiozza","Juan Toscano-Anderson","Stephen Curry","Nemanja Bjelica","Otto Porter Jr.",3,2,0,16
"Larry Nance Jr.","Anfernee Simons","Nassir Little","Damian Lillard","CJ McCollum","Chris Paul","Mikal Bridges","Cameron Johnson","JaVale McGee","Jae Crowder",1,2,0,5
"Larry Nance Jr.","Anfernee Simons","Nassir Little","Damian Lillard","CJ McCollum","Juan Toscano-Anderson","Jordan Poole","Stephen Curry","Draymond Green","Andrew Wiggins",3,5,0,0
"Larry Nance Jr.","Anfernee Simons","Nassir Little","Damian Lillard","CJ McCollum","Kevon Looney","Chris Chiozza","Juan Toscano-Anderson","Stephen Curry","Otto Porter Jr.",3,0,0,0
"Larry Nance Jr.","Anfernee Simons","Nassir Little","Damian Lillard","CJ McCollum","Kevon Looney","Chris Chiozza","Stephen Curry","Draymond Green","Andrew Wiggins",5,4,0,15
"Larry Nance Jr.","Anfernee Simons","Nassir Little","Damian Lillard","Cody Zeller","Cedi Osman","Darius Garland","Dylan Windler","Evan Mobley","Ricky Rubio",4,6,0,18
"Larry Nance Jr.","Anfernee Simons","Nassir Little","Damian Lillard","Cody Zeller","Christian Wood","Jalen Green","Kenyon Martin Jr.","Alperen Sengun","Eric Gordon",9,5,0,26
"Larry Nance Jr.","Anfernee Simons","Nassir Little","Damian Lillard","Cody Zeller","Christian Wood","Kevin Porter Jr.","Kenyon Martin Jr.","Alperen Sengun","Eric Gordon",0,0,0,3
"Larry Nance Jr.","Anfernee Simons","Nassir Little","Damian Lillard","Cody Zeller","Danuel House Jr.","Kevin Porter Jr.","Kenyon Martin Jr.","Alperen Sengun","Eric Gordon",7,8,1,29
"Larry Nance Jr.","Anfernee Simons","Nassir Little","Damian Lillard","Cody Zeller","Donovan Mitchell","Rudy Gay","Hassan Whiteside","Bojan Bogdanovic","Jordan Clarkson",10,7,0,36
"Larry Nance Jr.","Anfernee Simons","Nassir Little","Damian Lillard","Cody Zeller","Frank Kaminsky","Devin Booker","Cameron Payne","Mikal Bridges","Cameron Johnson",12,16,0,79
"Larry Nance Jr.","Anfernee Simons","Nassir Little","Damian Lillard","Cody Zeller","Georges Niang","Furkan Korkmaz","Shake Milton","Andre Drummond","Seth Curry",2,2,1,4
"Larry Nance Jr.","Anfernee Simons","Nassir Little","Damian Lillard","Cody Zeller","Georges Niang","Furkan Korkmaz","Tyrese Maxey","Andre Drummond","Seth Curry",3,0,0,24
"Larry Nance Jr.","Anfernee Simons","Nassir Little","Damian Lillard","Cody Zeller","Georges Niang","Matisse Thybulle","Tyrese Maxey","Andre Drummond","Seth Curry",2,0,0,22
"Larry Nance Jr.","Anfernee Simons","Nassir Little","Damian Lillard","Cody Zeller","Georges Niang","Shake Milton","Matisse Thybulle","Andre Drummond","Seth Curry",2,2,0,0
"Larry Nance Jr.","Anfernee Simons","Nassir Little","Damian Lillard","Cody Zeller","Justise Winslow","Luke Kennard","Isaiah Hartenstein","Terance Mann","Reggie Jackson",1,0,0,2
"Larry Nance Jr.","Anfernee Simons","Nassir Little","Damian Lillard","Cody Zeller","Kelly Oubre Jr.","Cody Martin","P.J. Washington","Gordon Hayward","Ish Smith",3,2,0,17
"Larry Nance Jr.","Anfernee Simons","Nassir Little","Damian Lillard","Cody Zeller","Kelly Oubre Jr.","Terry Rozier","Cody Martin","P.J. Washington","Ish Smith",4,2,0,27
"Larry Nance Jr.","Anfernee Simons","Nassir Little","Damian Lillard","Cody Zeller","Kelly Oubre Jr.","Terry Rozier","Miles Bridges","P.J. Washington","Ish Smith",0,0,0,19
"Larry Nance Jr.","Anfernee Simons","Nassir Little","Damian Lillard","Cody Zeller","Luke Kennard","Isaiah Hartenstein","Terance Mann","Paul George","Reggie Jackson",0,2,0,0
"Larry Nance Jr.","Anfernee Simons","Nassir Little","Damian Lillard","Jusuf Nurkic","Christian Wood","Jalen Green","Kenyon Martin Jr.","Alperen Sengun","Eric Gordon",0,0,0,0
"Larry Nance Jr.","Anfernee Simons","Nassir Little","Damian Lillard","Robert Covington","Cedi Osman","Darius Garland","Dylan Windler","Evan Mobley","Ricky Rubio",2,3,0,2
"Larry Nance Jr.","Anfernee Simons","Nassir Little","Damian Lillard","Robert Covington","Gary Payton II","Juan Toscano-Anderson","Jordan Poole","Draymond Green","Otto Porter Jr.",2,4,0,16
"Larry Nance Jr.","Anfernee Simons","Nassir Little","Damian Lillard","Robert Covington","Terry Rozier","Miles Bridges","P.J. Washington","LaMelo Ball","Gordon Hayward",0,0,0,10
"Larry Nance Jr.","Anfernee Simons","Nassir Little","Damian Lillard","Tony Snell","Danuel House Jr.","Kevin Porter Jr.","Kenyon Martin Jr.","Alperen Sengun","Eric Gordon",2,0,0,2
"Larry Nance Jr.","Dennis Smith Jr.","Anfernee Simons","CJ McCollum","Jusuf Nurkic","Justise Winslow","Luke Kennard","Isaiah Hartenstein","Terance Mann","Reggie Jackson",2,11,0,16
"Larry Nance Jr.","Dennis Smith Jr.","Anfernee Simons","Damian Lillard","Cody Zeller","Justise Winslow","Luke Kennard","Isaiah Hartenstein","Terance Mann","Reggie Jackson",0,3,0,26
"Larry Nance Jr.","Dennis Smith Jr.","Anfernee Simons","Damian Lillard","Robert Covington","Isaiah Hartenstein","Terance Mann","Nicolas Batum","Paul George","Eric Bledsoe",0,0,0,15
"Larry Nance Jr.","Dennis Smith Jr.","Anfernee Simons","Damian Lillard","Robert Covington","Justise Winslow","Luke Kennard","Isaiah Hartenstein","Terance Mann","Reggie Jackson",2,2,0,1
"Larry Nance Jr.","Dennis Smith Jr.","Anfernee Simons","Damian Lillard","Robert Covington","Luke Kennard","Isaiah Hartenstein","Terance Mann","Paul George","Eric Bledsoe",0,3,0,5
"Larry Nance Jr.","Dennis Smith Jr.","Anfernee Simons","Nassir Little","Ben McLemore","Justise Winslow","Luke Kennard","Isaiah Hartenstein","Amir Coffey","Terance Mann",2,5,0,52
"Larry Nance Jr.","Dennis Smith Jr.","Anfernee Simons","Nassir Little","CJ McCollum","Justise Winslow","Luke Kennard","Isaiah Hartenstein","Terance Mann","Reggie Jackson",7,6,0,23
"Larry Nance Jr.","Dennis Smith Jr.","Anfernee Simons","Nassir Little","Cody Zeller","PJ Dozier","Bones Hyland","JaMychal Green","Aaron Gordon","Nikola Jokic",5,0,0,1
"Larry Nance Jr.","Dennis Smith Jr.","Anfernee Simons","Nassir Little","Damian Lillard","Justise Winslow","Luke Kennard","Isaiah Hartenstein","Terance Mann","Reggie Jackson",0,2,0,5
"Larry Nance Jr.","Dennis Smith Jr.","Anfernee Simons","Nassir Little","Tony Snell","PJ Dozier","Zeke Nnaji","Facundo Campazzo","Bones Hyland","JaMychal Green",5,9,0,11
"Larry Nance Jr.","Dennis Smith Jr.","Nassir Little","CJ McCollum","Cody Zeller","Buddy Hield","Marvin Bagley III","Tyrese Haliburton","Davion Mitchell","Alex Len",3,6,0,32
"Larry Nance Jr.","Dennis Smith Jr.","Nassir Little","CJ McCollum","Cody Zeller","PJ Dozier","Zeke Nnaji","Bones Hyland","JaMychal Green","Aaron Gordon",2,3,0,38
"Larry Nance Jr.","Dennis Smith Jr.","Nassir Little","Damian Lillard","Cody Zeller","Marvin Bagley III","Tyrese Haliburton","Davion Mitchell","Tristan Thompson","Maurice Harkless",5,4,0,2
"Larry Nance Jr.","Dennis Smith Jr.","Nassir Little","Damian Lillard","Cody Zeller","Maurice Harkless","Alex Len","Marvin Bagley III","Tyrese Haliburton","Davion Mitchell",3,3,0,19
"Larry Nance Jr.","Dennis Smith Jr.","Nassir Little","Damian Lillard","Jusuf Nurkic","Buddy Hield","Marvin Bagley III","Tyrese Haliburton","Davion Mitchell","Tristan Thompson",5,0,0,7
"Larry Nance Jr.","Dennis Smith Jr.","Nassir Little","Damian Lillard","Tony Snell","Buddy Hield","Damian Jones","De'Aaron Fox","Davion Mitchell","Harrison Barnes",0,0,0,4
"Larry Nance Jr.","Nassir Little","Damian Lillard","CJ McCollum","Cody Zeller","Ivica Zubac","Luke Kennard","Nicolas Batum","Paul George","Reggie Jackson",0,0,0,16
"Larry Nance Jr.","Nassir Little","Damian Lillard","CJ McCollum","Cody Zeller","Kelly Oubre Jr.","Terry Rozier","Cody Martin","P.J. Washington","LaMelo Ball",6,4,0,26
"Larry Nance Jr.","Nassir Little","Damian Lillard","CJ McCollum","Cody Zeller","Kelly Oubre Jr.","Terry Rozier","P.J. Washington","LaMelo Ball","Gordon Hayward",2,3,0,19
"Larry Nance Jr.","Nassir Little","Damian Lillard","CJ McCollum","Jusuf Nurkic","Christian Wood","Daniel Theis","Kevin Porter Jr.","Jalen Green","Jae'Sean Tate",3,2,0,9
"Larry Nance Jr.","Nassir Little","Damian Lillard","CJ McCollum","Jusuf Nurkic","Christian Wood","Danuel House Jr.","Kevin Porter Jr.","Jalen Green","Jae'Sean Tate",0,0,0,26
"Larry Nance Jr.","Nassir Little","Damian Lillard","CJ McCollum","Jusuf Nurkic","Danuel House Jr.","Jalen Green","Jae'Sean Tate","Alperen Sengun","D.J. Augustin",0,0,0,10
"Larry Nance Jr.","Nassir Little","Damian Lillard","CJ McCollum","Jusuf Nurkic","Danuel House Jr.","Jalen Green","Kenyon Martin Jr.","Alperen Sengun","D.J. Augustin",0,0,0,6
"Larry Nance Jr.","Nassir Little","Damian Lillard","CJ McCollum","Jusuf Nurkic","Ivica Zubac","Luke Kennard","Nicolas Batum","Paul George","Reggie Jackson",3,7,0,9
"Larry Nance Jr.","Nassir Little","Damian Lillard","Robert Covington","Jusuf Nurkic","Dillon Brooks","De'Anthony Melton","Desmond Bane","Steven Adams","Kyle Anderson",2,0,0,1
"Lauri Markkanen","Collin Sexton","Darius Garland","Dean Wade","Evan Mobley","Kelly Oubre Jr.","Terry Rozier","Miles Bridges","LaMelo Ball","Mason Plumlee",4,9,0,54
"Lauri Markkanen","Collin Sexton","Darius Garland","Evan Mobley","Ricky Rubio","Jaren Jackson Jr.","De'Anthony Melton","Ja Morant","Desmond Bane","Steven Adams",8,14,0,17
"Lauri Markkanen","Collin Sexton","Darius Garland","Isaac Okoro","Evan Mobley","De'Anthony Melton","Ja Morant","Desmond Bane","Steven Adams","Kyle Anderson",3,0,0,21
"Lauri Markkanen","Collin Sexton","Darius Garland","Isaac Okoro","Evan Mobley","Ja Morant","John Konchar","Desmond Bane","Steven Adams","Kyle Anderson",5,2,0,0
"Lauri Markkanen","Collin Sexton","Darius Garland","Isaac Okoro","Evan Mobley","Jeff Green","Austin Rivers","JaMychal Green","Facundo Campazzo","Bones Hyland",3,7,0,15
"Lauri Markkanen","Collin Sexton","Darius Garland","Isaac Okoro","Evan Mobley","Jeff Green","Austin Rivers","JaMychal Green","PJ Dozier","Michael Porter Jr.",10,3,1,61
"Lauri Markkanen","Collin Sexton","Darius Garland","Isaac Okoro","Evan Mobley","Tyus Jones","De'Anthony Melton","Brandon Clarke","Ziaire Williams","Steven Adams",2,4,0,11
"Lauri Markkanen","Collin Sexton","Darius Garland","Lamar Stevens","Evan Mobley","Austin Reaves","Avery Bradley","LeBron James","Carmelo Anthony","Dwight Howard",0,3,0,0
"Lauri Markkanen","Collin Sexton","Darius Garland","Lamar Stevens","Evan Mobley","Austin Reaves","Kent Bazemore","LeBron James","Carmelo Anthony","Dwight Howard",3,5,0,18
"Lauri Markkanen","Collin Sexton","Darius Garland","Lamar Stevens","Evan Mobley","Avery Bradley","Anthony Davis","Kent Bazemore","LeBron James","Carmelo Anthony",0,2,0,15
"Lauri Markkanen","Collin Sexton","Darius Garland","Lamar Stevens","Evan Mobley","Ivica Zubac","Luke Kennard","Nicolas Batum","Paul George","Eric Bledsoe",2,2,0,0
"Lauri Markkanen","Collin Sexton","Darius Garland","Lamar Stevens","Evan Mobley","Justise Winslow","Luke Kennard","Nicolas Batum","Paul George","Eric Bledsoe",5,0,0,2
"Lauri Markkanen","Collin Sexton","Isaac Okoro","Evan Mobley","Ricky Rubio","Jeff Green","Austin Rivers","JaMychal Green","Facundo Campazzo","Bones Hyland",2,0,0,16
"Lauri Markkanen","Darius Garland","Dean Wade","Evan Mobley","Ricky Rubio","Kelly Oubre Jr.","Terry Rozier","Miles Bridges","LaMelo Ball","Mason Plumlee",0,0,0,3
"Lauri Markkanen","Darius Garland","Dean Wade","Kevin Love","Ricky Rubio","Jaylen Brown","Jayson Tatum","Enes Freedom","Dennis Schroder","Marcus Smart",3,2,0,1
"Lauri Markkanen","Darius Garland","Dean Wade","Kevin Love","Ricky Rubio","Jayson Tatum","Romeo Langford","Enes Freedom","Dennis Schroder","Marcus Smart",2,3,0,36
