"team1player1","team1player2","team1player3","team1player4","team1player5","team2player1","team2player2","team2player3","team2player4","team2player5","team1_points","team2_points","turnovers","timeofpos"
"Alex Caruso","Lonzo Ball","Javonte Green","Ayo Dosunmu","Zach LaVine","Monte Morris","Facundo Campazzo","Jeff Green","Austin Rivers","Aaron Gordon",0,3,0,25
"Alex Caruso","Lonzo Ball","Javonte Green","DeMar DeRozan","Nikola Vucevic","Josh Richardson","Jaylen Brown","Al Horford","Dennis Schroder","Marcus Smart",6,7,0,6
"Alex Caruso","Lonzo Ball","Javonte Green","DeMar DeRozan","Zach LaVine","Christian Wood","Danuel House Jr.","Kevin Porter Jr.","Garrison Mathews","Eric Gordon",7,8,0,10
"Alex Caruso","Lonzo Ball","Javonte Green","DeMar DeRozan","Zach LaVine","Christian Wood","Kevin Porter Jr.","Garrison Mathews","Jae'Sean Tate","D.J. Augustin",5,2,0,13
"Alex Caruso","Lonzo Ball","Javonte Green","DeMar DeRozan","Zach LaVine","Christian Wood","Kevin Porter Jr.","Garrison Mathews","Jae'Sean Tate","Eric Gordon",9,6,0,13
"Alex Caruso","Lonzo Ball","Javonte Green","DeMar DeRozan","Zach LaVine","Danuel House Jr.","Kevin Porter Jr.","Garrison Mathews","Jae'Sean Tate","Eric Gordon",5,4,0,4
"Alex Caruso","Lonzo Ball","Javonte Green","DeMar DeRozan","Zach LaVine","Immanuel Quickley","Derrick Rose","Alec Burks","Evan Fournier","Julius Randle",4,4,0,0
"Alex Caruso","Lonzo Ball","Javonte Green","DeMar DeRozan","Zach LaVine","Luke Kennard","Nicolas Batum","Paul George","Eric Bledsoe","Reggie Jackson",7,6,0,72
"Alex Caruso","Lonzo Ball","Javonte Green","DeMar DeRozan","Zach LaVine","Monte Morris","Facundo Campazzo","Jeff Green","Austin Rivers","Aaron Gordon",7,5,0,36
"Alex Caruso","Lonzo Ball","Javonte Green","DeMar DeRozan","Zach LaVine","Norman Powell","Larry Nance Jr.","Damian Lillard","CJ McCollum","Robert Covington",4,5,0,11
"Alex Caruso","Lonzo Ball","Javonte Green","DeMar DeRozan","Zach LaVine","PJ Dozier","Facundo Campazzo","Austin Rivers","Will Barton","Aaron Gordon",13,13,0,40
"Alex Caruso","Lonzo Ball","Javonte Green","DeMar DeRozan","Zach LaVine","Stephen Curry","Draymond Green","Andrew Wiggins","Kevon Looney","Jordan Poole",0,3,0,11
"Alex Caruso","Lonzo Ball","Javonte Green","DeMar DeRozan","Zach LaVine","Talen Horton-Tucker","Rajon Rondo","Russell Westbrook","Avery Bradley","Anthony Davis",0,0,0,0
"Alex Caruso","Lonzo Ball","Javonte Green","DeMar DeRozan","Zach LaVine","Talen Horton-Tucker","Russell Westbrook","Wayne Ellington","Anthony Davis","Carmelo Anthony",5,5,0,2
"Alex Caruso","Lonzo Ball","Javonte Green","DeMar DeRozan","Zach LaVine","Terance Mann","Nicolas Batum","Paul George","Eric Bledsoe","Reggie Jackson",2,0,0,19
"Alex Caruso","Lonzo Ball","Javonte Green","Nikola Vucevic","Zach LaVine","Frank Jackson","Saddiq Bey","Cory Joseph","Kelly Olynyk","Jerami Grant",6,6,0,5
"Alex Caruso","Lonzo Ball","Javonte Green","Nikola Vucevic","Zach LaVine","Georges Niang","Shake Milton","Matisse Thybulle","Seth Curry","Joel Embiid",5,9,0,28
"Alex Caruso","Lonzo Ball","Javonte Green","Nikola Vucevic","Zach LaVine","Josh Jackson","Saddiq Bey","Cory Joseph","Kelly Olynyk","Jerami Grant",0,2,0,16
"Alex Caruso","Lonzo Ball","Javonte Green","Nikola Vucevic","Zach LaVine","Mitchell Robinson","Immanuel Quickley","Alec Burks","Evan Fournier","Julius Randle",2,2,0,51
"Alex Caruso","Lonzo Ball","Javonte Green","Nikola Vucevic","Zach LaVine","Mitchell Robinson","Immanuel Quickley","Derrick Rose","Evan Fournier","Julius Randle",2,3,0,8
"Alex Caruso","Lonzo Ball","Javonte Green","Nikola Vucevic","Zach LaVine","Trey Lyles","Josh Jackson","Saddiq Bey","Cory Joseph","Kelly Olynyk",2,2,0,0
"Alex Caruso","Lonzo Ball","Patrick Williams","DeMar DeRozan","Zach LaVine","Frank Jackson","Saddiq Bey","Cory Joseph","Kelly Olynyk","Jerami Grant",2,2,0,9
"Alex Caruso","Lonzo Ball","Patrick Williams","DeMar DeRozan","Zach LaVine","Fred VanVleet","O.G. Anunoby","Gary Trent Jr.","Scottie Barnes","Goran Dragic",0,2,0,3
"Alex Caruso","Lonzo Ball","Patrick Williams","Nikola Vucevic","Zach LaVine","Fred VanVleet","O.G. Anunoby","Scottie Barnes","Goran Dragic","Khem Birch",0,0,1,0
"Alex Caruso","Lonzo Ball","Patrick Williams","Nikola Vucevic","Zach LaVine","Josh Jackson","Saddiq Bey","Cory Joseph","Kelly Olynyk","Jerami Grant",0,0,0,32
"Alex Caruso","Lonzo Ball","Tony Bradley","Ayo Dosunmu","DeMar DeRozan","Will Barton","JaMychal Green","PJ Dozier","Facundo Campazzo","Bones Hyland",2,4,0,25
"Alex Caruso","Lonzo Ball","Tony Bradley","Ayo Dosunmu","Zach LaVine","Kevin Porter Jr.","Armoni Brooks","Garrison Mathews","Kenyon Martin Jr.","Alperen Sengun",1,3,0,8
"Alex Caruso","Lonzo Ball","Tony Bradley","Ayo Dosunmu","Zach LaVine","Kevin Porter Jr.","Armoni Brooks","Kenyon Martin Jr.","Alperen Sengun","Eric Gordon",0,3,0,25
"Alex Caruso","Lonzo Ball","Tony Bradley","Ayo Dosunmu","Zach LaVine","Malik Monk","Talen Horton-Tucker","Rajon Rondo","DeAndre Jordan","Kent Bazemore",3,3,1,33
"Alex Caruso","Lonzo Ball","Tony Bradley","Ayo Dosunmu","Zach LaVine","Norman Powell","Anfernee Simons","Damian Lillard","Robert Covington","Jusuf Nurkic",6,7,0,25
"Alex Caruso","Lonzo Ball","Tony Bradley","Coby White","Ayo Dosunmu","Malik Monk","Talen Horton-Tucker","Rajon Rondo","DeAndre Jordan","Kent Bazemore",2,0,0,15
"Alex Caruso","Lonzo Ball","Tony Bradley","DeMar DeRozan","Zach LaVine","Carmelo Anthony","Dwight Howard","Russell Westbrook","Malik Monk","Talen Horton-Tucker",10,5,0,29
"Alex Caruso","Lonzo Ball","Tony Bradley","DeMar DeRozan","Zach LaVine","Ivica Zubac","Terance Mann","Nicolas Batum","Paul George","Reggie Jackson",0,3,0,7
"Alex Caruso","Lonzo Ball","Tony Bradley","DeMar DeRozan","Zach LaVine","Malik Monk","Talen Horton-Tucker","Rajon Rondo","DeAndre Jordan","Kent Bazemore",3,0,0,23
"Alex Caruso","Lonzo Ball","Tony Bradley","DeMar DeRozan","Zach LaVine","Norman Powell","Damian Lillard","CJ McCollum","Robert Covington","Jusuf Nurkic",9,4,0,30
"Alex Caruso","Lonzo Ball","Tony Bradley","DeMar DeRozan","Zach LaVine","Norman Powell","Larry Nance Jr.","Damian Lillard","CJ McCollum","Robert Covington",2,2,0,0
"Alex Caruso","Lonzo Ball","Tony Bradley","DeMar DeRozan","Zach LaVine","Norman Powell","Larry Nance Jr.","Nassir Little","Damian Lillard","CJ McCollum",0,2,0,6
"Alex Caruso","Lonzo Ball","Tony Bradley","Troy Brown Jr.","Zach LaVine","Ivica Zubac","Terance Mann","Paul George","Eric Bledsoe","Reggie Jackson",6,2,0,16
"Alex Caruso","Lonzo Ball","Troy Brown Jr.","Javonte Green","Zach LaVine","Fred VanVleet","O.G. Anunoby","Gary Trent Jr.","Scottie Barnes","Khem Birch",0,0,0,3
"Alex Caruso","Lonzo Ball","Troy Brown Jr.","Nikola Vucevic","Zach LaVine","Duncan Robinson","Tyler Herro","KZ Okpala","Kyle Lowry","Dewayne Dedmon",3,0,0,8
"Alex Caruso","Lonzo Ball","Troy Brown Jr.","Nikola Vucevic","Zach LaVine","Duncan Robinson","Tyler Herro","KZ Okpala","Kyle Lowry","P.J. Tucker",0,0,1,0
"Alex Caruso","Lonzo Ball","Troy Brown Jr.","Nikola Vucevic","Zach LaVine","Duncan Robinson","Tyler Herro","Kyle Lowry","P.J. Tucker","Dewayne Dedmon",8,10,0,35
"Alex Caruso","Lonzo Ball","Troy Brown Jr.","Nikola Vucevic","Zach LaVine","P.J. Tucker","Gabe Vincent","Max Strus","Tyler Herro","KZ Okpala",6,8,0,26
"Alex Caruso","Patrick Williams","Ayo Dosunmu","Nikola Vucevic","Zach LaVine","Frank Jackson","Killian Hayes","Saddiq Bey","Isaiah Stewart","Jerami Grant",0,2,0,17
"Alex Caruso","Patrick Williams","DeMar DeRozan","Nikola Vucevic","Zach LaVine","Frank Jackson","Killian Hayes","Saddiq Bey","Isaiah Stewart","Jerami Grant",6,5,0,32
"Alex Caruso","Patrick Williams","DeMar DeRozan","Nikola Vucevic","Zach LaVine","Frank Jackson","Saddiq Bey","Isaiah Stewart","Cory Joseph","Jerami Grant",3,5,0,15
"Alex Caruso","Patrick Williams","DeMar DeRozan","Nikola Vucevic","Zach LaVine","Josh Jackson","Frank Jackson","Isaiah Stewart","Cory Joseph","Jerami Grant",2,2,0,3
"Alex Caruso","Patrick Williams","DeMar DeRozan","Nikola Vucevic","Zach LaVine","O.G. Anunoby","Chris Boucher","Gary Trent Jr.","Precious Achiuwa","Scottie Barnes",2,2,0,17
"Alex Caruso","Tony Bradley","Coby White","Ayo Dosunmu","DeMar DeRozan","Kevin Porter Jr.","Armoni Brooks","Kenyon Martin Jr.","Alperen Sengun","Eric Gordon",2,0,0,11
"Alex Caruso","Tony Bradley","Coby White","Ayo Dosunmu","DeMar DeRozan","Malik Monk","Talen Horton-Tucker","Rajon Rondo","Carmelo Anthony","Dwight Howard",0,0,0,0
"Alex Caruso","Tony Bradley","Coby White","Ayo Dosunmu","DeMar DeRozan","Will Barton","JaMychal Green","PJ Dozier","Facundo Campazzo","Bones Hyland",0,2,0,14
"Alex Caruso","Tony Bradley","Coby White","Javonte Green","DeMar DeRozan","Dwight Howard","Russell Westbrook","Wayne Ellington","Malik Monk","Talen Horton-Tucker",2,4,0,12
"Alex Caruso","Tony Bradley","Coby White","Javonte Green","DeMar DeRozan","Malik Monk","Talen Horton-Tucker","Rajon Rondo","Carmelo Anthony","Dwight Howard",3,0,0,17
"Alex Caruso","Tony Bradley","Javonte Green","Ayo Dosunmu","DeMar DeRozan","Ivica Zubac","Luke Kennard","Terance Mann","Paul George","Eric Bledsoe",0,0,0,3
"Alex Caruso","Tony Bradley","Javonte Green","DeMar DeRozan","Zach LaVine","Paul George","Eric Bledsoe","Luke Kennard","Isaiah Hartenstein","Terance Mann",4,0,0,33
"Alex Caruso","Tony Bradley","Javonte Green","DeMar DeRozan","Zach LaVine","Terance Mann","Nicolas Batum","Paul George","Eric Bledsoe","Reggie Jackson",8,6,0,24
"Alex Caruso","Troy Brown Jr.","Alize Johnson","DeMar DeRozan","Zach LaVine","Fred VanVleet","O.G. Anunoby","Svi Mykhailiuk","Dalano Banton","Goran Dragic",0,0,0,1
"Alex Caruso","Troy Brown Jr.","Alize Johnson","DeMar DeRozan","Zach LaVine","O.G. Anunoby","Scottie Barnes","Dalano Banton","Goran Dragic","Khem Birch",0,0,0,0
"Alex Caruso","Troy Brown Jr.","Alize Johnson","Javonte Green","DeMar DeRozan","Fred VanVleet","Svi Mykhailiuk","Scottie Barnes","Goran Dragic","Khem Birch",9,6,0,23
"Alex Caruso","Troy Brown Jr.","Alize Johnson","Javonte Green","DeMar DeRozan","O.G. Anunoby","Svi Mykhailiuk","Dalano Banton","Goran Dragic","Khem Birch",4,3,0,0
"Alex Caruso","Troy Brown Jr.","Alize Johnson","Javonte Green","DeMar DeRozan","O.G. Anunoby","Svi Mykhailiuk","Gary Trent Jr.","Dalano Banton","Khem Birch",0,2,0,5
"Alex Caruso","Troy Brown Jr.","Alize Johnson","Javonte Green","DeMar DeRozan","O.G. Anunoby","Svi Mykhailiuk","Gary Trent Jr.","Goran Dragic","Khem Birch",0,2,0,0
"Alex Caruso","Troy Brown Jr.","Alize Johnson","Javonte Green","DeMar DeRozan","Trey Lyles","Hamidou Diallo","Saddiq Bey","Cory Joseph","Kelly Olynyk",2,0,0,5
"Alex Caruso","Troy Brown Jr.","Alize Johnson","Javonte Green","DeMar DeRozan","Trey Lyles","Josh Jackson","Hamidou Diallo","Cory Joseph","Kelly Olynyk",0,4,0,28
"Alex Caruso","Troy Brown Jr.","Alize Johnson","Javonte Green","Zach LaVine","Fred VanVleet","O.G. Anunoby","Svi Mykhailiuk","Gary Trent Jr.","Khem Birch",2,4,0,7
"Alex Caruso","Troy Brown Jr.","Alize Johnson","Javonte Green","Zach LaVine","O.G. Anunoby","Gary Trent Jr.","Scottie Barnes","Goran Dragic","Khem Birch",0,3,0,12
"Alex Caruso","Troy Brown Jr.","Alize Johnson","Javonte Green","Zach LaVine","O.G. Anunoby","Svi Mykhailiuk","Gary Trent Jr.","Goran Dragic","Khem Birch",2,2,0,20
"Alex Caruso","Troy Brown Jr.","Alize Johnson","Patrick Williams","Zach LaVine","O.G. Anunoby","Chris Boucher","Gary Trent Jr.","Precious Achiuwa","Scottie Barnes",2,1,0,8
"Alex Caruso","Troy Brown Jr.","Javonte Green","Nikola Vucevic","Zach LaVine","Hamidou Diallo","Saddiq Bey","Cory Joseph","Kelly Olynyk","Jerami Grant",0,4,0,36
"Alex Caruso","Troy Brown Jr.","Javonte Green","Nikola Vucevic","Zach LaVine","Obi Toppin","Derrick Rose","Alec Burks","Evan Fournier","Julius Randle",12,7,0,36
"Alex Len","Buddy Hield","De'Aaron Fox","Marvin Bagley III","Tyrese Haliburton","LeBron James","Carmelo Anthony","Russell Westbrook","Anthony Davis","Malik Monk",17,16,1,98
"Alex Len","Buddy Hield","Louis King","Tyrese Haliburton","Davion Mitchell","Luke Kennard","Isaiah Hartenstein","Jay Scrubb","Brandon Boston Jr.","Keon Johnson",3,10,0,42
"Alex Len","Buddy Hield","Marvin Bagley III","Tyrese Haliburton","Davion Mitchell","Kevin Love","Ricky Rubio","Cedi Osman","Darius Garland","Evan Mobley",9,7,0,56
"Alex Len","Buddy Hield","Marvin Bagley III","Tyrese Haliburton","Davion Mitchell","LeBron James","Carmelo Anthony","Dwight Howard","Russell Westbrook","Malik Monk",0,3,0,36
"Alex Len","Buddy Hield","Marvin Bagley III","Tyrese Haliburton","Davion Mitchell","Malik Monk","Wayne Ellington","LeBron James","Carmelo Anthony","Dwight Howard",0,5,0,11
"Alex Len","Buddy Hield","Marvin Bagley III","Tyrese Haliburton","Davion Mitchell","Tyus Jones","Dillon Brooks","Jaren Jackson Jr.","Brandon Clarke","John Konchar",3,2,0,36
"Alex Len","De'Aaron Fox","Chimezie Metu","Terence Davis","Tyrese Haliburton","LeBron James","Russell Westbrook","DeAndre Jordan","Avery Bradley","Anthony Davis",10,6,0,51
"Alex Len","De'Aaron Fox","Chimezie Metu","Terence Davis","Tyrese Haliburton","Russell Westbrook","Avery Bradley","Anthony Davis","LeBron James","Carmelo Anthony",5,5,0,15
"Alex Len","De'Aaron Fox","Chimezie Metu","Terence Davis","Tyrese Haliburton","Steven Adams","Tyus Jones","Dillon Brooks","Jaren Jackson Jr.","Desmond Bane",5,13,0,85
"Alex Len","De'Aaron Fox","Marvin Bagley III","Terence Davis","Tyrese Haliburton","LeBron James","Carmelo Anthony","Russell Westbrook","Anthony Davis","Malik Monk",0,6,0,42
"Alfonzo McKinnie","Alize Johnson","Tyler Cook","Devon Dotson","Marko Simonovic","Gabe Vincent","Max Strus","KZ Okpala","Omer Yurtseven","Marcus Garrett",5,7,0,36
"Alfonzo McKinnie","Alize Johnson","Tyler Cook","Devon Dotson","Marko Simonovic","Gabe Vincent","Max Strus","Tyler Herro","KZ Okpala","Dewayne Dedmon",4,7,0,12
"Alfonzo McKinnie","Lonzo Ball","Devon Dotson","Nikola Vucevic","Zach LaVine","Gabe Vincent","Max Strus","Tyler Herro","P.J. Tucker","Dewayne Dedmon",5,4,0,42
"Alfonzo McKinnie","Lonzo Ball","Troy Brown Jr.","Devon Dotson","Nikola Vucevic","Max Strus","Tyler Herro","KZ Okpala","Kyle Lowry","Dewayne Dedmon",0,8,0,34
"Alfonzo McKinnie","Lonzo Ball","Troy Brown Jr.","Nikola Vucevic","Zach LaVine","Duncan Robinson","Tyler Herro","KZ Okpala","Kyle Lowry","Dewayne Dedmon",7,4,0,44
"Alfonzo McKinnie","Lonzo Ball","Troy Brown Jr.","Nikola Vucevic","Zach LaVine","Duncan Robinson","Tyler Herro","Kyle Lowry","P.J. Tucker","Dewayne Dedmon",11,5,0,13
"Alfonzo McKinnie","Lonzo Ball","Troy Brown Jr.","Nikola Vucevic","Zach LaVine","Gabe Vincent","Max Strus","Tyler Herro","P.J. Tucker","Dewayne Dedmon",2,2,0,21
"Alfonzo McKinnie","Lonzo Ball","Troy Brown Jr.","Nikola Vucevic","Zach LaVine","Kyle Lowry","P.J. Tucker","Dewayne Dedmon","Duncan Robinson","Gabe Vincent",0,14,1,56
"Alfonzo McKinnie","Troy Brown Jr.","Devon Dotson","Nikola Vucevic","Zach LaVine","Duncan Robinson","Tyler Herro","KZ Okpala","Kyle Lowry","P.J. Tucker",3,8,0,16
"Amir Coffey","Brandon Boston Jr.","Keon Johnson","Serge Ibaka","Eric Bledsoe","Buddy Hield","Tyrese Haliburton","Tristan Thompson","Harrison Barnes","Maurice Harkless",3,2,0,59
"Amir Coffey","Brandon Boston Jr.","Keon Johnson","Serge Ibaka","Paul George","Richaun Holmes","Buddy Hield","Chimezie Metu","Tyrese Haliburton","Harrison Barnes",3,2,0,4
"Amir Coffey","Brandon Boston Jr.","Serge Ibaka","Nicolas Batum","Paul George","Richaun Holmes","Buddy Hield","Chimezie Metu","Tyrese Haliburton","Harrison Barnes",0,2,1,30
"Amir Coffey","Jay Scrubb","Brandon Boston Jr.","Keon Johnson","Moses Wright","Emmanuel Mudiay","Damian Jones","Jahmi'us Ramsey","Robert Woodard II","Ade Murkey",0,1,1,8
"Amir Coffey","Keon Johnson","Serge Ibaka","Paul George","Eric Bledsoe","Buddy Hield","Chimezie Metu","Tyrese Haliburton","Tristan Thompson","Harrison Barnes",2,3,0,6
"Amir Coffey","Terance Mann","Brandon Boston Jr.","Nicolas Batum","Eric Bledsoe","Shai Gilgeous-Alexander","Kenrich Williams","Darius Bazley","Tre Mann","Mike Muscala",0,0,0,0
"Amir Coffey","Terance Mann","Brandon Boston Jr.","Serge Ibaka","Paul George","Buddy Hield","Chimezie Metu","Tyrese Haliburton","Tristan Thompson","Maurice Harkless",0,4,0,27
"Amir Coffey","Terance Mann","Serge Ibaka","Paul George","Eric Bledsoe","Buddy Hield","Tyrese Haliburton","Tristan Thompson","Harrison Barnes","Maurice Harkless",12,4,0,85
"Andre Drummond","Furkan Korkmaz","Shake Milton","Matisse Thybulle","Isaiah Joe","Kevon Looney","Gary Payton II","Juan Toscano-Anderson","Stephen Curry","Otto Porter Jr.",0,3,0,8
"Andre Drummond","Furkan Korkmaz","Shake Milton","Matisse Thybulle","Isaiah Joe","Stephen Curry","Otto Porter Jr.","Kevon Looney","Damion Lee","Juan Toscano-Anderson",2,2,0,18
"Andre Drummond","Georges Niang","Furkan Korkmaz","Matisse Thybulle","Isaiah Joe","Brandon Ingram","Josh Hart","Jaxson Hayes","Kira Lewis Jr.","Trey Murphy III",3,2,0,12
"Andre Drummond","Georges Niang","Furkan Korkmaz","Matisse Thybulle","Isaiah Joe","Derrick Rose","Taj Gibson","Alec Burks","Obi Toppin","Immanuel Quickley",6,5,0,71
"Andre Drummond","Georges Niang","Furkan Korkmaz","Matisse Thybulle","Isaiah Joe","Gordon Hayward","Cody Martin","P.J. Washington","James Bouknight","JT Thor",14,9,0,43
"Andre Drummond","Georges Niang","Furkan Korkmaz","Matisse Thybulle","Isaiah Joe","Gordon Hayward","Kelly Oubre Jr.","P.J. Washington","James Bouknight","JT Thor",10,5,0,32
"Andre Drummond","Georges Niang","Furkan Korkmaz","Matisse Thybulle","Isaiah Joe","Josh Hart","Jaxson Hayes","Nickeil Alexander-Walker","Kira Lewis Jr.","Trey Murphy III",0,2,0,8
"Andre Drummond","Georges Niang","Furkan Korkmaz","Matisse Thybulle","Isaiah Joe","Miles Bridges","P.J. Washington","James Bouknight","JT Thor","Gordon Hayward",3,7,0,8
"Andre Drummond","Georges Niang","Furkan Korkmaz","Matisse Thybulle","Isaiah Joe","Mitchell Robinson","Immanuel Quickley","Derrick Rose","Alec Burks","Julius Randle",0,0,0,6
"Andre Drummond","Georges Niang","Furkan Korkmaz","Matisse Thybulle","Isaiah Joe","Tomas Satoransky","Brandon Ingram","Jaxson Hayes","Kira Lewis Jr.","Naji Marshall",0,5,0,43
"Andre Drummond","Georges Niang","Furkan Korkmaz","Matisse Thybulle","Isaiah Joe","Tomas Satoransky","Brandon Ingram","Jaxson Hayes","Kira Lewis Jr.","Trey Murphy III",7,2,0,47
"Andre Drummond","Georges Niang","Furkan Korkmaz","Matisse Thybulle","Tyrese Maxey","Derrick Rose","Taj Gibson","Alec Burks","Obi Toppin","Immanuel Quickley",4,12,0,31
"Andre Drummond","Georges Niang","Furkan Korkmaz","Matisse Thybulle","Tyrese Maxey","Harrison Barnes","Maurice Harkless","Richaun Holmes","De'Aaron Fox","Tyrese Haliburton",15,18,0,113
"Andre Drummond","Georges Niang","Furkan Korkmaz","Matisse Thybulle","Tyrese Maxey","Richaun Holmes","Buddy Hield","De'Aaron Fox","Tyrese Haliburton","Harrison Barnes",9,9,0,39
"Andre Drummond","Georges Niang","Furkan Korkmaz","Shake Milton","Matisse Thybulle","Dennis Schroder","Josh Richardson","Jayson Tatum","Robert Williams III","Grant Williams",4,2,0,28
"Andre Drummond","Georges Niang","Furkan Korkmaz","Shake Milton","Matisse Thybulle","Kelly Oubre Jr.","Miles Bridges","Cody Martin","James Bouknight","JT Thor",4,0,0,10
"Andre Drummond","Georges Niang","Furkan Korkmaz","Shake Milton","Matisse Thybulle","Kelly Oubre Jr.","Miles Bridges","Cody Martin","Nick Richards","James Bouknight",5,2,1,41
"Andre Drummond","Georges Niang","Furkan Korkmaz","Shake Milton","Matisse Thybulle","Kelly Oubre Jr.","Miles Bridges","Cody Martin","P.J. Washington","JT Thor",2,5,0,23
"Andre Drummond","Georges Niang","Furkan Korkmaz","Shake Milton","Matisse Thybulle","Miles Bridges","Cody Martin","P.J. Washington","James Bouknight","JT Thor",9,5,1,64
"Andre Drummond","Georges Niang","Furkan Korkmaz","Tyrese Maxey","Paul Reed","Alex Caruso","Lonzo Ball","Tony Bradley","Javonte Green","Ayo Dosunmu",4,6,0,51
"Andre Drummond","Georges Niang","Furkan Korkmaz","Tyrese Maxey","Paul Reed","DeMar DeRozan","Derrick Jones Jr.","Alex Caruso","Lonzo Ball","Tony Bradley",9,10,0,49
"Andre Drummond","Georges Niang","Furkan Korkmaz","Tyrese Maxey","Paul Reed","DeMar DeRozan","Derrick Jones Jr.","Lonzo Ball","Tony Bradley","Javonte Green",8,11,0,50
"Andre Drummond","Georges Niang","Shake Milton","Matisse Thybulle","Tyrese Maxey","Cory Joseph","Kelly Olynyk","Trey Lyles","Josh Jackson","Frank Jackson",4,0,0,43
"Andre Drummond","Georges Niang","Shake Milton","Matisse Thybulle","Tyrese Maxey","Dennis Schroder","Marcus Smart","Jayson Tatum","Robert Williams III","Grant Williams",4,0,0,50
"Andre Drummond","Georges Niang","Shake Milton","Matisse Thybulle","Tyrese Maxey","Frank Jackson","Saddiq Bey","Isaiah Stewart","Cade Cunningham","Jerami Grant",3,3,0,15
"Andre Drummond","Georges Niang","Shake Milton","Matisse Thybulle","Tyrese Maxey","Josh Jackson","Frank Jackson","Isaiah Stewart","Cory Joseph","Jerami Grant",4,0,0,21
"Andre Drummond","Georges Niang","Shake Milton","Matisse Thybulle","Tyrese Maxey","Josh Richardson","Jaylen Brown","Jayson Tatum","Robert Williams III","Dennis Schroder",0,0,0,7
